,amt,state,city_pop,job,is_fraud,month,age
1117264,10.68,34,45100,22,0,4,26.476712328767125
748497,2.62,43,1263321,125,0,11,67.18082191780822
1022652,6.37,43,18128,239,0,2,29.326027397260273
959310,44.55,27,5621,475,0,1,46.21369863013699
192811,93.89,6,647,102,0,4,31.556164383561644
107112,30.47,43,43,171,0,3,69.45753424657535
573684,5.11,16,163415,416,0,8,14.676712328767124
470873,18.66,43,1766,349,0,7,43.59178082191781
1072290,2.09,15,1228,113,0,3,29.043835616438358
351859,62.08,22,765,242,0,6,47.035616438356165
167172,3.34,46,828,407,0,3,61.61917808219178
60163,26.88,6,2376,224,0,2,45.865753424657534
631513,13.48,14,324,415,0,9,43.30684931506849
291896,12.23,38,3684,209,0,5,43.394520547945206
643233,6.91,20,3766,348,0,9,35.64931506849315
707682,7.7,32,18408,226,0,10,47.30958904109589
1047384,4.23,4,4677,264,0,3,64.89041095890411
227671,9.42,35,6284,416,0,4,83.13424657534246
1003133,65.59,24,602,115,0,2,65.63835616438357
1138951,64.54,48,878,401,0,4,45.443835616438356
508480,7.35,36,413574,453,0,8,47.967123287671235
297767,15.36,2,4074,408,0,5,43.46027397260274
670011,88.38,14,91,286,0,10,56.93698630136986
306096,81.63,45,9815,121,0,5,43.92054794520548
383850,99.48,9,276002,341,0,6,85.06027397260274
170261,73.11,42,25459,453,0,3,50.134246575342466
443567,23.58,10,5989,446,0,7,52.23287671232877
460464,7.32,34,176,406,0,7,55.602739726027394
765012,5.76,21,3224,164,0,11,22.268493150684932
387709,2.24,22,372,188,0,6,23.972602739726028
1122181,25.43,42,158701,258,0,4,42.131506849315066
420479,9.02,38,7565,248,0,7,67.37808219178082
684559,6.49,43,248858,483,0,10,48.75616438356165
1144130,5.38,34,34496,271,0,4,49.534246575342465
321384,141.95,26,192,205,0,6,55.44931506849315
70238,40.79,14,478,261,0,2,59.12054794520548
976222,81.96,43,144160,432,0,1,35.76712328767123
134272,83.85,37,1252,170,0,3,82.15616438356165
1030905,39.74,20,9784,104,0,3,95.40547945205479
1238032,1.93,17,6841,470,0,5,21.0
156852,6.33,16,5760,74,0,3,40.50410958904109
484399,5.96,22,765,242,0,7,47.16164383561644
939036,90.28,12,1426,16,0,1,62.88767123287671
431618,40.7,28,77,193,0,7,29.586301369863012
527006,129.35,5,565,294,0,8,40.99452054794521
819414,1.65,22,128715,226,0,12,24.556164383561644
978540,47.78,34,1304,257,0,2,49.68219178082192
287529,61.63,27,6629,59,0,5,56.80821917808219
1103514,87.26,14,1532,384,0,4,40.26301369863014
18129,9.54,48,15426,160,0,1,82.52876712328766
351369,107.38,13,4154,307,0,6,57.43835616438356
733403,69.3,26,218,467,0,11,24.24931506849315
562231,248.75,1,1186,346,0,8,32.81095890410959
659879,25.38,6,370,220,0,10,57.68493150684932
197432,27.5,30,477,308,0,4,31.01095890410959
373865,4.2,35,118,352,0,6,61.64931506849315
952784,124.67,22,1126,204,0,1,64.57808219178082
948687,74.08,32,641349,83,0,1,43.78904109589041
840488,73.08,38,632,120,0,12,30.7013698630137
82752,1.34,2,376,121,0,2,80.5013698630137
183785,102.78,22,765,242,0,4,46.846575342465755
486734,5.29,43,1263321,125,0,8,66.88767123287671
313670,22.18,42,9496,203,0,5,26.205479452054796
746195,1.1,48,13973,275,0,11,38.553424657534244
127997,78.15,45,99,116,0,3,32.97534246575343
373362,90.6,35,6284,416,0,6,83.2931506849315
1140152,55.9,13,129,63,0,4,54.38356164383562
239283,158.09,49,16183,339,0,4,41.73972602739726
1016500,6.74,4,105549,197,0,2,46.45205479452055
1120051,45.3,40,2408,404,0,4,22.783561643835615
1098316,100.32,42,4729,213,0,4,37.97808219178082
690271,363.11,9,237282,387,0,10,58.1013698630137
83322,32.78,16,242,472,0,2,31.610958904109587
692922,67.22,22,6951,263,0,10,34.367123287671234
522799,86.62,35,2274,128,0,8,75.7068493150685
463329,118.9,14,532,42,0,7,63.57808219178082
405871,70.53,35,47772,183,0,7,53.52876712328767
408611,9.21,42,70,351,0,7,63.07397260273972
638176,12.24,43,1595797,259,0,9,23.964383561643835
73812,1.11,48,2328,28,0,2,77.15342465753425
1149333,38.27,49,255,74,0,4,48.40547945205479
626492,4.3,13,129,63,0,9,53.80821917808219
1183410,81.87,24,241,254,0,5,45.56438356164384
1095498,138.11,18,54185,386,0,3,27.378082191780823
1206655,48.92,31,825,272,0,5,28.89041095890411
873520,70.61,50,369,286,0,12,78.14794520547945
744857,8.57,49,4575,434,0,11,28.08219178082192
445049,296.6,12,695,6,0,7,65.04931506849314
789123,2.65,38,489,330,0,12,63.25205479452055
868355,6.31,34,165,308,0,12,74.2958904109589
1050129,98.47,38,1274,279,0,3,71.02465753424657
170904,138.51,41,63,444,0,3,49.44931506849315
137005,10.66,24,602,115,0,3,64.71506849315068
52328,38.63,36,540,392,0,1,35.32876712328767
1180806,4.36,10,3430,140,0,5,70.16986301369863
605974,2.44,4,1139,469,0,9,68.7095890410959
646610,53.49,38,1770,10,0,10,24.832876712328765
685278,1.26,38,3684,209,0,10,43.8027397260274
1023492,68.34,38,922,137,0,2,47.43287671232877
1012417,76.46,35,118,352,0,2,62.31780821917808
670444,33.19,22,137,193,0,10,29.186301369863013
1237459,123.18,41,355,194,0,5,64.97534246575343
111929,71.73,34,4354,205,0,3,25.06027397260274
266289,133.76,36,640470,13,0,5,52.917808219178085
887576,5.0,9,42619,179,0,12,44.24109589041096
1151555,7.47,33,276896,242,0,4,23.136986301369863
1054505,62.85,47,50489,324,0,3,36.06027397260274
348958,85.07,43,1263321,457,0,6,76.6027397260274
65407,9.14,31,504,162,0,2,38.50410958904109
1255992,99.58,24,927396,314,0,6,60.27945205479452
585454,151.18,38,166081,413,0,9,20.942465753424656
1119211,10.15,38,4589,49,0,4,63.989041095890414
1191524,86.4,15,350,113,0,5,65.3945205479452
838210,76.37,47,149,428,0,12,41.50684931506849
471484,131.43,5,648,97,0,7,49.87945205479452
942100,9.64,21,1643,195,0,1,43.778082191780825
439837,25.64,50,110,10,0,7,46.1945205479452
226072,95.29,9,54767,420,0,4,31.76986301369863
452771,119.5,36,540,392,0,7,35.794520547945204
921686,49.21,40,5648,303,0,12,85.2904109589041
407938,225.2,3,2872,333,0,7,31.704109589041096
1293539,42.31,12,7297,239,0,6,29.958904109589042
388279,55.42,12,53,431,0,6,46.75616438356165
449396,7.61,34,743,483,0,7,50.863013698630134
801899,4.4,36,413574,453,0,12,48.29041095890411
145968,45.48,20,5927,38,0,3,45.8054794520548
363175,192.99,14,478,261,0,6,59.465753424657535
564382,77.52,31,15269,372,0,8,26.164383561643834
378692,159.45,10,165556,351,0,6,21.5013698630137
124271,24.82,17,3263,433,0,3,89.08767123287672
729124,100.15,4,198,36,0,11,60.64657534246575
155926,8.59,15,1228,113,0,3,28.04931506849315
244251,14.52,2,1383,277,0,5,52.76712328767123
599783,201.41,43,5875,387,0,9,27.15068493150685
463027,62.65,47,895,91,0,7,20.15890410958904
288782,136.2,23,914,217,0,5,74.87123287671233
821615,3.33,9,105638,271,0,12,33.61095890410959
626716,70.63,28,248,244,0,9,51.397260273972606
698440,91.78,27,238602,413,0,10,26.465753424657535
253577,1.41,9,42619,179,0,5,43.608219178082194
527739,127.37,12,222785,492,0,8,63.6
784981,272.96,34,34496,271,0,12,49.14520547945205
1176989,9.92,23,5211,78,0,5,33.293150684931504
162111,101.55,6,647,102,0,3,31.52054794520548
272128,20.42,44,302,404,0,5,29.339726027397262
277430,35.06,15,1423,371,0,5,20.621917808219177
1007034,125.31,28,291,458,0,2,28.81917808219178
696441,2.74,15,5341,47,0,10,24.931506849315067
719172,21.16,25,2870,71,0,11,20.67945205479452
541243,8.37,38,3688,133,0,8,31.835616438356166
121750,1.46,1,214703,73,0,3,24.435616438356163
1136504,5.26,43,1595797,187,0,4,44.33698630136986
273344,97.25,4,1241364,71,0,5,59.81643835616438
900521,7.99,41,355,194,0,12,64.54794520547945
799133,32.6,13,84106,251,0,12,48.84109589041096
91471,115.57,21,1892,42,0,2,63.02465753424657
1202498,87.17,47,895,91,0,5,20.97808219178082
721830,74.37,48,5196,81,0,11,41.81095890410959
1142234,86.94,37,1420,443,0,4,54.47671232876712
897185,50.87,10,10295,453,0,12,22.013698630136986
286893,75.96,35,341,4,0,5,40.446575342465756
139423,13.81,34,2258,55,0,3,82.05479452054794
116673,121.98,42,5577,211,0,3,54.21917808219178
1210296,54.41,20,313,250,0,5,44.18356164383562
518573,90.17,14,1532,384,0,8,39.61643835616438
552524,88.93,18,54185,386,0,8,26.775342465753425
539016,95.91,43,5875,387,0,8,27.087671232876712
865088,71.51,5,565,294,0,12,41.33698630136986
539537,142.55,43,686,333,0,8,39.07945205479452
577237,146.93,50,241,146,0,9,38.73424657534247
464487,79.92,10,74,331,0,7,75.24109589041096
937667,20.06,47,50489,324,0,1,35.88219178082192
214841,5.4,15,5791,134,0,4,59.57260273972603
575622,2.99,20,5927,38,0,9,46.26027397260274
992109,4.62,34,1166,92,0,2,36.68767123287671
115015,120.88,43,932,337,0,3,64.27945205479452
1087782,62.41,20,5927,38,0,3,46.83287671232877
697231,194.33,15,910148,197,0,10,43.92876712328767
901292,87.66,22,673342,399,0,12,52.558904109589044
1005423,64.18,43,178,486,0,2,36.704109589041096
1251793,14.54,44,9772,274,0,6,30.55068493150685
1052172,74.32,50,19408,266,0,3,26.517808219178082
177293,9.6,27,3495,370,0,4,31.084931506849315
853466,96.98,34,1684,239,0,12,25.81095890410959
176058,71.04,36,540,392,0,4,35.49315068493151
1029280,1.79,34,5950,388,0,3,48.701369863013696
98873,11.43,47,3684,306,0,2,37.271232876712325
455305,359.82,38,3688,133,0,7,31.756164383561643
51286,6.67,4,973849,215,0,1,22.046575342465754
93601,66.35,20,3289,381,0,2,86.00821917808219
835834,8.21,16,163415,416,0,12,14.95890410958904
377425,191.51,35,6284,416,0,6,83.2958904109589
1028470,8.58,4,1725,69,0,3,52.8027397260274
516970,45.66,40,530,26,0,8,30.263013698630136
366273,7.02,44,258,215,0,6,57.602739726027394
408042,99.67,22,95,147,0,7,25.413698630136988
361867,60.51,43,254282,134,0,6,67.42739726027398
586494,50.41,16,2691,29,0,9,26.073972602739726
1273585,5.83,27,6006,327,0,6,35.92328767123288
880618,100.53,28,291,458,0,12,28.663013698630138
437448,1.28,29,4005,309,0,7,74.38082191780822
753607,96.45,20,313,250,0,11,43.676712328767124
751204,93.84,43,1791,111,0,11,54.347945205479455
635010,37.12,22,3104,230,0,9,38.52328767123288
314659,6.27,34,1577385,42,0,6,61.463013698630135
975736,69.61,27,5903,283,0,1,26.334246575342465
430764,6.2,31,4664,386,0,7,54.06849315068493
1011063,247.3,48,9594,418,0,2,22.257534246575343
701358,95.42,1,19090,406,0,10,90.46849315068494
1295317,58.78,49,571,4,0,6,52.8
306125,52.52,40,4913,455,0,5,52.58082191780822
1186430,74.65,38,1140,9,0,5,33.912328767123284
843503,64.01,43,28739,206,0,12,19.97808219178082
86580,66.84,50,19408,266,0,2,25.46027397260274
372505,22.87,17,736284,175,0,6,67.26301369863013
886703,87.63,24,467,16,0,12,69.62191780821918
30004,78.5,43,3202,271,0,1,20.852054794520548
85035,88.12,24,519,474,0,2,53.05205479452055
928000,27.44,25,1196,270,0,1,61.605479452054794
499168,1.84,26,192,205,0,8,55.62191780821918
81611,65.1,9,276002,364,0,2,40.156164383561645
881350,5.2,35,31394,231,0,12,23.123287671232877
831456,10.51,34,1577385,335,0,12,58.61917808219178
1191035,55.04,29,614,41,0,5,52.93150684931507
953128,72.81,4,105549,197,0,1,46.35342465753425
578245,20.52,31,4664,386,0,9,54.21095890410959
619961,55.33,25,19685,196,0,9,34.76438356164383
1055039,106.3,27,69793,108,0,3,66.30958904109589
594555,153.02,45,4367,488,0,9,57.44931506849315
832395,23.39,2,2470,112,0,12,51.21369863013699
472206,131.99,14,1656,187,0,7,50.010958904109586
690768,44.49,50,471,145,0,10,52.25479452054795
804322,71.95,42,1804,91,0,12,45.16986301369863
415215,5.05,3,1312922,107,0,7,37.723287671232875
399139,25.01,9,237282,91,0,6,40.01917808219178
510665,113.21,14,2092,369,0,8,57.31506849315068
529901,1.86,15,1228,113,0,8,28.446575342465753
177731,52.03,49,1925,444,0,4,53.16438356164384
29586,22.59,4,93193,142,0,1,23.767123287671232
571644,66.55,24,4593,450,0,8,78.85479452054794
509080,2.64,7,601723,321,0,8,49.087671232876716
718628,73.97,9,341043,165,0,11,30.698630136986303
245283,66.2,45,9815,121,0,5,43.85205479452055
879913,72.83,50,1645,246,0,12,33.865753424657534
538290,113.3,20,313,250,0,8,43.42465753424658
886721,76.76,43,1571,333,0,12,37.515068493150686
245709,50.8,1,59744,72,0,5,35.25753424657534
1144596,13.98,49,3994,46,0,4,83.51506849315068
628838,63.15,38,3688,14,0,9,46.35890410958904
874925,123.89,2,222,365,0,12,56.63013698630137
895692,22.22,23,516,28,0,12,53.586301369863016
122551,24.09,4,1241364,71,0,3,59.632876712328766
593309,10.89,1,71463,384,0,9,30.6
904339,59.36,43,13602,322,0,12,35.50410958904109
458340,23.67,45,207410,299,0,7,35.07123287671233
908372,5.49,43,24536,300,0,12,36.23013698630137
1086307,162.9,3,1312922,107,0,3,38.44931506849315
90759,9.84,49,836,200,0,2,37.512328767123286
898420,19.6,27,21134,133,0,12,35.83013698630137
417840,19.76,43,194500,446,0,7,28.56986301369863
354300,157.6,34,165,308,0,6,73.78356164383561
99585,9.01,4,633,220,0,2,91.53424657534246
229543,71.73,2,1679,367,0,4,33.00547945205479
613864,58.66,38,5507,400,0,9,46.16986301369863
707888,17.22,35,21635,211,0,10,18.312328767123287
877291,50.21,24,964,473,0,12,45.02465753424657
1042165,74.18,38,4653,313,0,3,22.7013698630137
747064,2.66,36,7163,199,0,11,37.8027397260274
546383,166.15,17,798,189,0,8,93.21917808219177
515535,36.7,50,241,146,0,8,38.676712328767124
1078350,37.27,40,4471,314,0,3,46.484931506849314
705465,60.1,20,19054,320,0,10,43.16438356164384
43194,5.15,50,635,358,0,1,45.56986301369863
924099,2.18,36,413574,49,0,12,51.56986301369863
61798,9.65,24,241,254,0,2,44.30684931506849
143976,9.19,18,10076,442,0,3,41.27945205479452
818319,4.02,40,333497,287,0,12,51.75616438356165
257458,33.88,18,55581,48,0,5,46.68219178082192
1047827,2.66,4,589,443,0,3,74.26849315068493
1268855,6.84,14,6713,33,0,6,74.86301369863014
310517,19.41,14,27020,476,0,5,32.87397260273973
51354,64.04,49,836,200,0,1,37.44931506849315
307975,1.94,27,3402,250,0,5,91.65753424657534
1144889,40.22,45,4367,488,0,4,58.06575342465754
656747,6.32,40,20478,286,0,10,22.353424657534248
570197,46.5,33,276896,242,0,8,22.482191780821918
195366,9.32,9,217,459,0,4,29.22739726027397
720315,113.53,28,77,193,0,11,29.898630136986302
561582,115.04,47,50489,324,0,8,35.512328767123286
673340,31.73,1,3395,140,0,10,40.75342465753425
484317,126.64,9,79613,178,0,7,40.69041095890411
262681,81.98,45,321490,409,0,5,27.61917808219178
829892,55.62,29,509,311,0,12,39.26027397260274
1022110,1.3,10,74,331,0,2,75.84109589041095
739671,62.1,40,1523,395,0,11,35.463013698630135
785653,5.14,10,5989,446,0,12,52.61095890410959
293407,75.69,17,467,371,0,5,34.99178082191781
936162,2.42,40,1523,395,0,1,35.61917808219178
117949,10.27,42,4729,213,0,3,36.90684931506849
192618,45.14,38,427,298,0,4,68.21917808219177
436898,55.31,17,443,131,0,7,72.04657534246576
200911,16.09,19,1850,112,0,4,55.326027397260276
35807,12.72,34,176,406,0,1,55.104109589041094
247807,68.62,27,885,425,0,5,30.65205479452055
104982,75.64,1,493806,306,0,3,38.66301369863014
958586,91.02,23,2607,265,0,1,24.145205479452056
17418,47.58,3,1312922,112,0,1,19.12876712328767
1138375,2.84,43,178,486,0,4,36.87397260273973
617606,21.63,3,1312922,112,0,9,19.816438356164383
119677,31.61,10,10295,453,0,3,21.21095890410959
521785,85.72,9,139650,119,0,8,62.59178082191781
258322,93.49,9,54767,420,0,5,31.80821917808219
1240968,59.73,10,1324,174,0,6,93.95342465753424
946752,8.11,4,54287,122,0,1,47.33972602739726
227228,47.33,36,471,436,0,4,78.12328767123287
217604,34.3,23,914,217,0,4,74.78356164383561
656394,6.47,38,166081,413,0,10,21.027397260273972
261933,50.4,17,6841,470,0,5,19.93972602739726
706396,50.75,3,1312922,107,0,10,38.035616438356165
1201329,23.89,24,35439,260,0,5,35.153424657534245
850159,86.66,2,7155,162,0,12,42.75890410958904
661241,61.76,49,4575,434,0,10,27.980821917808218
857789,425.88,35,177,187,0,12,45.57808219178082
785640,48.4,29,493,440,0,12,79.26849315068493
705368,134.27,34,6460,53,0,10,60.12602739726027
633040,24.57,22,6951,263,0,9,34.295890410958904
1204359,89.01,23,753116,198,0,5,48.81643835616438
1235244,117.77,4,1241364,71,0,5,60.86027397260274
71203,15.93,48,13973,275,0,2,37.794520547945204
429759,23.08,43,498,269,0,7,28.649315068493152
1099749,73.04,38,1334,30,0,4,33.31506849315068
798523,4.47,1,653,326,0,12,53.49315068493151
729331,74.62,30,2971,66,0,11,71.62465753424658
1176529,27.11,9,33804,186,0,5,29.361643835616437
282691,55.31,14,1810,383,0,5,44.43013698630137
1285783,36.8,42,158701,258,0,6,42.30958904109589
228974,9.41,38,2303,339,0,4,31.71232876712329
892721,63.51,38,2054,96,0,12,43.26301369863014
1152170,2.35,43,34153,55,0,4,24.638356164383563
1092729,128.1,14,1512,94,0,3,16.90958904109589
1051344,72.75,38,1102,208,0,3,30.698630136986303
514020,7.67,43,2211,256,0,8,32.47397260273973
496682,69.58,24,1019,15,0,8,40.54794520547945
277954,19.03,15,23727,97,0,5,37.293150684931504
32725,1.7,41,811,310,0,1,46.846575342465755
19052,68.0,48,153,381,0,1,56.94794520547945
731845,2.07,43,4993,409,0,11,70.98904109589041
368166,18.56,14,532,42,0,6,63.484931506849314
668488,1.54,23,4508,308,0,10,70.51506849315068
1090851,97.97,15,1423,371,0,3,21.49041095890411
629106,53.13,18,10076,442,0,9,41.8
861167,126.19,25,1923,290,0,12,59.95890410958904
296380,69.82,9,51427,86,0,5,27.778082191780822
1286199,7.84,21,3224,164,0,6,22.832876712328765
404799,68.78,50,471,145,0,7,51.95068493150685
1213295,53.04,43,5875,387,0,5,27.846575342465755
272522,166.73,22,134056,135,0,5,39.013698630136986
165466,332.99,9,26551,327,0,3,42.25479452054795
1108024,57.15,38,427,298,0,4,69.21369863013699
34338,26.49,26,218,467,0,1,23.44931506849315
1282488,46.25,35,4512,190,0,6,27.71780821917808
597132,16.6,4,45303,403,0,9,49.75068493150685
99127,102.47,34,10717,115,0,2,66.41917808219178
330146,9.19,14,2401,56,0,6,47.45479452054794
425722,7.98,22,6469,476,0,7,40.271232876712325
913772,8.45,34,1304,257,0,12,49.58904109589041
557212,15.09,45,1363,182,0,8,79.05753424657534
712230,123.68,37,191096,412,0,10,55.605479452054794
113320,151.28,48,1306,379,0,3,60.52328767123288
841949,196.94,9,50835,178,0,12,33.893150684931506
1215168,40.06,2,4074,408,0,5,44.45479452054794
482566,107.95,20,100,360,0,7,39.66027397260274
1172712,151.93,38,328,481,0,5,36.8027397260274
917242,142.63,18,1178,99,0,12,68.59452054794521
788208,9.07,38,1274,279,0,12,70.74794520547945
649168,59.97,29,73,356,0,10,84.7013698630137
171287,93.96,25,1923,290,0,3,59.24383561643835
724804,20.95,14,532,42,0,11,63.865753424657534
93658,2.22,18,1178,99,0,2,67.75068493150685
847927,182.94,1,270712,439,0,12,47.97534246575343
931274,3.88,26,743,489,0,1,47.704109589041096
1210955,56.37,43,1766,349,0,5,44.413698630136984
1122671,305.29,35,22930,289,0,4,48.41095890410959
111847,28.29,25,19685,196,0,3,34.21369863013699
351365,79.27,43,5875,387,0,6,26.90684931506849
435792,141.59,17,301,390,0,7,52.36164383561644
343802,4.73,15,78968,194,0,6,51.364383561643834
568897,67.75,7,601723,374,0,8,28.586301369863012
1119050,8.05,4,198,36,0,4,61.07397260273972
864734,135.82,9,105638,271,0,12,33.63835616438356
1007807,78.21,43,2395,334,0,2,26.27123287671233
442347,25.61,31,13835,366,0,7,52.16712328767123
746606,187.66,15,136,425,0,11,66.7041095890411
1265594,59.11,43,263,44,0,6,64.07123287671233
1253596,2.15,37,9587,156,0,6,52.23835616438356
49009,30.11,43,18128,239,0,1,28.246575342465754
691347,34.36,23,399,139,0,10,42.50958904109589
558799,159.01,13,129,63,0,8,53.73150684931507
811162,5.7,4,1139,469,0,12,68.93972602739726
438279,127.33,0,145,9,0,7,79.73150684931507
1011777,3.8,1,5732,257,0,2,74.25753424657535
587076,4.98,28,77,193,0,9,29.73972602739726
1260534,1.13,2,1679,367,0,6,34.12602739726027
339486,175.64,1,8269,297,0,6,42.45479452054794
233211,36.55,43,2526,340,0,4,48.487671232876714
51878,15.92,34,2471,223,0,1,53.06301369863014
1259008,115.25,38,1946,66,0,6,29.986301369863014
237079,7.31,2,969,337,0,4,65.35616438356165
1292633,1.58,19,76383,215,0,6,35.23287671232877
193583,40.83,1,71463,384,0,4,30.183561643835617
578141,1.56,43,43,171,0,9,69.95890410958904
807707,11.82,38,139,328,0,12,65.57808219178082
127177,30.55,2,2856,237,0,3,92.6
108877,7.76,27,238602,413,0,3,25.81917808219178
1069758,25.63,10,3430,140,0,3,70.03561643835616
365058,71.12,24,241,254,0,6,44.67123287671233
697302,77.45,14,1810,383,0,10,44.863013698630134
606313,119.56,17,467,371,0,9,35.3013698630137
1199403,167.12,4,190249,467,0,5,43.69041095890411
83426,25.58,28,1190,121,0,2,70.68493150684931
554916,62.98,27,3402,250,0,8,91.8986301369863
523107,39.11,3,2872,333,0,8,31.813698630136987
1188597,9.12,30,1368,321,0,5,48.8
366059,6.04,50,1645,246,0,6,33.35342465753425
1151435,1.62,16,242,472,0,4,32.794520547945204
949988,174.85,4,757530,277,0,1,40.73972602739726
467331,104.71,49,1925,444,0,7,53.47671232876712
487794,47.9,38,489,330,0,8,62.917808219178085
298928,2.14,43,1143,409,0,5,57.224657534246575
912574,90.14,12,2036,175,0,12,48.391780821917806
480991,3.73,49,5512,187,0,7,39.37260273972603
258543,10.57,30,3807,437,0,5,19.54794520547945
401875,54.95,46,970,16,0,7,25.76986301369863
991594,70.09,38,2518,185,0,2,74.06849315068493
46754,16.61,17,564,331,0,1,22.816438356164383
639920,7.55,4,54287,122,0,9,47.04931506849315
323104,2.01,4,308,59,0,6,60.74246575342466
1263079,54.74,10,165556,351,0,6,22.465753424657535
1275556,6.39,9,276002,341,0,6,86.03561643835616
110601,72.18,19,1850,112,0,3,55.21643835616438
740736,17.2,14,27020,476,0,11,33.32876712328767
352165,49.02,24,602,115,0,6,64.96164383561644
1137648,144.94,23,516,28,0,4,53.9041095890411
515741,78.12,34,1684,239,0,8,25.46301369863014
725289,83.81,26,1446,70,0,11,41.83287671232877
1120499,8.06,14,1617,292,0,4,29.983561643835618
256144,493.11,4,123,137,0,5,46.273972602739725
876248,169.36,4,92043,85,0,12,58.6958904109589
329412,62.35,4,11256,344,0,6,46.66301369863014
208797,71.2,2,5161,147,0,4,26.03835616438356
366779,54.01,38,139,328,0,6,65.11232876712329
76427,6.71,43,28739,206,0,2,19.147945205479452
1000027,17.69,34,1271,354,0,2,61.54520547945206
1188889,18.5,45,9815,121,0,5,44.87671232876713
544284,44.46,45,5657,89,0,8,32.33424657534247
935384,79.51,45,741,212,0,1,33.41095890410959
58712,143.12,4,94014,21,0,2,33.47945205479452
946077,5.39,34,6460,53,0,1,60.33698630136986
50530,57.5,29,206,234,0,1,51.35890410958904
205656,131.1,10,4138,191,0,4,49.94794520547945
20481,104.11,26,286,80,0,1,29.86849315068493
654997,106.99,32,606,439,0,10,31.101369863013698
23500,37.25,23,2607,265,0,1,23.12876712328767
956413,161.94,37,1420,443,0,1,54.224657534246575
562624,5.8,38,1909,298,0,8,65.05753424657534
611135,150.7,12,1574,408,0,9,36.74520547945205
42344,132.12,38,6508,478,0,1,37.62191780821918
1029038,11.78,40,52126,72,0,3,90.58630136986301
1243351,32.6,50,19408,266,0,6,26.742465753424657
139559,35.48,12,1075,450,0,3,22.216438356164385
538938,16.79,40,1514,78,0,8,52.71232876712329
1271634,30.53,17,571,382,0,6,89.32876712328768
814655,2.46,1,3996,17,0,12,42.50958904109589
254700,3.75,24,35439,260,0,5,34.12054794520548
390672,253.88,10,3343,463,0,6,29.073972602739726
964345,10.45,31,71485,268,0,1,45.54794520547945
368019,3.89,1,190178,459,0,6,46.24657534246575
121204,49.03,42,4729,213,0,3,36.912328767123284
827131,82.86,45,99,116,0,12,33.723287671232875
769129,80.22,43,1263321,121,0,11,44.64109589041096
375250,26.06,43,4993,409,0,6,70.6054794520548
1115596,82.05,43,20328,422,0,4,34.827397260273976
730602,8.53,10,165556,351,0,11,21.87945205479452
392778,96.85,43,513,137,0,6,43.12602739726027
59430,18.38,12,533,79,0,2,29.07945205479452
147649,23.74,44,46,440,0,3,31.92876712328767
819427,214.32,38,166081,413,0,12,21.2
136405,86.31,25,3451,195,0,3,34.846575342465755
277037,52.35,31,18459,150,0,5,90.22191780821917
427628,55.75,50,27971,304,0,7,34.964383561643835
229643,71.01,47,149,428,0,4,40.87397260273973
1065288,47.24,47,85,390,0,3,35.56438356164384
703133,6.76,18,6581,300,0,10,55.73972602739726
268641,100.45,25,1923,290,0,5,59.36164383561644
610941,24.53,4,4677,264,0,9,64.40821917808219
2362,173.49,9,237282,91,0,1,39.52602739726027
387620,10.39,45,9815,121,0,6,44.0
584443,42.07,29,331,456,0,9,69.09041095890412
1160711,122.95,40,46944,416,0,4,78.12602739726027
725232,387.85,49,16183,339,0,11,42.26027397260274
1196344,12.72,6,370,220,0,5,58.29041095890411
1005307,47.65,12,590,149,0,2,66.93150684931507
102293,43.9,17,14228,11,0,2,47.961643835616435
456422,147.79,19,1850,112,0,7,55.5972602739726
55231,73.93,38,737,317,0,2,31.8
328463,160.83,48,95015,469,0,6,73.47123287671234
1049848,53.09,3,2872,333,0,3,32.391780821917806
382124,37.35,40,13717,82,0,6,69.64931506849315
268301,18.44,10,74,331,0,5,75.04383561643836
516283,35.36,35,4512,190,0,8,26.87123287671233
272003,35.46,36,7163,199,0,5,37.293150684931504
484443,66.72,2,37,265,0,7,61.61643835616438
989453,7.57,14,532,42,0,2,64.12602739726027
246279,8.46,32,8874,272,0,5,18.723287671232878
858095,149.42,38,139,328,0,12,65.6054794520548
53748,10.33,45,321490,409,0,2,27.34794520547945
1064094,121.4,4,45303,403,0,3,50.26849315068493
409995,17.52,27,6006,327,0,7,34.97808219178082
821727,4.46,46,828,407,0,12,62.31780821917808
622575,85.21,43,1766,349,0,9,43.75068493150685
520165,42.04,43,2526,340,0,8,48.78082191780822
1067713,52.83,22,3096,423,0,3,44.46849315068493
31977,58.28,1,190178,459,0,1,45.83561643835616
348843,4.34,31,2307,406,0,6,49.78630136986301
18020,46.35,27,5903,283,0,1,25.279452054794522
1272091,27.6,2,2501,194,0,6,34.02739726027397
102673,9.24,35,51,287,0,3,58.608219178082194
1178808,35.76,37,191096,412,0,5,56.12328767123287
1238960,112.08,16,269,358,0,6,57.59452054794521
428006,1.7,22,864,209,0,7,77.23835616438356
991545,96.74,36,640470,13,0,2,53.66575342465753
856232,1.58,24,2368,148,0,12,30.435616438356163
351249,229.91,25,19685,196,0,6,34.49315068493151
193510,85.91,4,107941,56,0,4,27.53150684931507
584176,131.9,40,1514,78,0,9,52.75616438356165
1030079,73.94,38,1140,9,0,3,33.723287671232875
803786,35.21,26,743,489,0,12,47.61917808219178
372993,70.35,22,765,242,0,6,47.054794520547944
423292,100.64,27,5621,475,0,7,45.676712328767124
1041492,70.26,20,3766,348,0,3,36.087671232876716
